,labels,source,path
23,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su04.wav
24,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a08.wav
25,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d11.wav
26,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n09.wav
27,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n15.wav
28,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n01.wav
29,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a06.wav
30,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su06.wav
31,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n10.wav
32,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h02.wav
33,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa06.wav
34,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su12.wav
35,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa15.wav
36,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su14.wav
37,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a04.wav
38,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n09.wav
39,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d04.wav
40,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n30.wav
41,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n03.wav
42,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f07.wav
43,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f02.wav
44,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f06.wav
45,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n08.wav
46,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa14.wav
47,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a07.wav
48,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa13.wav
49,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n11.wav
50,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a11.wav
51,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa02.wav
52,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa14.wav
53,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h04.wav
54,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a11.wav
55,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h15.wav
56,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n14.wav
57,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa06.wav
58,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_d14.wav
59,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h06.wav
60,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su03.wav
61,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d11.wav
62,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n18.wav
63,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f01.wav
64,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa03.wav
65,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su13.wav
66,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a08.wav
67,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa09.wav
68,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n03.wav
69,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d09.wav
70,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a10.wav
71,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a03.wav
72,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d15.wav
73,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f04.wav
74,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h10.wav
75,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h07.wav
76,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h05.wav
77,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f09.wav
78,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d05.wav
79,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n28.wav
80,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h15.wav
81,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n12.wav
82,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su02.wav
83,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n20.wav
84,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa15.wav
85,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n25.wav
86,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a08.wav
87,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h15.wav
88,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f15.wav
89,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa01.wav
90,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n19.wav
91,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n05.wav
92,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n26.wav
93,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h14.wav
94,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n26.wav
95,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f05.wav
96,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a12.wav
97,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n02.wav
98,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa11.wav
99,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f08.wav
100,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f01.wav
101,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa01.wav
102,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su10.wav
103,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n17.wav
104,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su11.wav
105,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n13.wav
106,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_f12.wav
107,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n14.wav
108,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su02.wav
109,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa04.wav
110,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n12.wav
111,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a04.wav
112,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f02.wav
113,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa08.wav
114,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d10.wav
115,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d01.wav
116,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f07.wav
117,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n13.wav
118,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f08.wav
119,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n10.wav
120,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n20.wav
121,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n06.wav
122,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h08.wav
123,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d15.wav
124,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su09.wav
125,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa09.wav
126,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f11.wav
127,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n16.wav
128,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a15.wav
129,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h09.wav
130,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h06.wav
131,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a06.wav
132,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa11.wav
133,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n24.wav
134,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa15.wav
135,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f12.wav
136,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n08.wav
137,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su01.wav
138,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h13.wav
139,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa02.wav
140,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su03.wav
141,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su10.wav
142,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d07.wav
143,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h03.wav
144,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a02.wav
145,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h01.wav
146,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_f08.wav
147,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n07.wav
148,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa13.wav
149,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su03.wav
150,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f07.wav
151,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n01.wav
152,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n18.wav
153,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa04.wav
154,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d08.wav
155,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa06.wav
156,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su12.wav
157,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n13.wav
158,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa12.wav
159,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n21.wav
160,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n22.wav
161,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n02.wav
162,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d05.wav
163,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su04.wav
164,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a14.wav
165,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a10.wav
166,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n29.wav
167,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d05.wav
168,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n25.wav
169,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n20.wav
170,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d08.wav
171,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa01.wav
172,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f10.wav
173,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_d09.wav
174,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa03.wav
175,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n15.wav
176,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h14.wav
177,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su10.wav
178,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n09.wav
179,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_su07.wav
180,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n21.wav
181,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n03.wav
182,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n01.wav
183,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n27.wav
184,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d09.wav
185,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h12.wav
186,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f09.wav
187,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_a06.wav
188,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n06.wav
189,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su15.wav
190,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa05.wav
191,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_f10.wav
192,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n28.wav
193,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n05.wav
194,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d03.wav
195,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n04.wav
196,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a14.wav
197,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n03.wav
198,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d12.wav
199,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_d12.wav
200,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h12.wav
201,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su08.wav
202,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d10.wav
203,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a07.wav
204,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h06.wav
205,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d03.wav
206,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d12.wav
207,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su13.wav
208,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_h01.wav
209,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n23.wav
210,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su05.wav
211,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa10.wav
212,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n21.wav
213,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a05.wav
214,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su14.wav
215,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su04.wav
216,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h13.wav
217,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_sa07.wav
218,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a13.wav
219,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h07.wav
220,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n17.wav
221,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f03.wav
222,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su11.wav
223,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa07.wav
224,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a09.wav
225,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a10.wav
226,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_h11.wav
227,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n25.wav
228,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d06.wav
229,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su07.wav
230,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n30.wav
231,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h14.wav
232,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n14.wav
233,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n16.wav
234,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a11.wav
235,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_sa05.wav
236,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_f15.wav
237,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d02.wav
238,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a01.wav
239,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h03.wav
240,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_d02.wav
241,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n10.wav
242,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_sa11.wav
243,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f13.wav
244,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f09.wav
245,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n15.wav
246,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_a03.wav
247,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su08.wav
248,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a15.wav
249,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su06.wav
250,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_f14.wav
251,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f05.wav
252,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n22.wav
253,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n10.wav
254,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_h11.wav
255,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su13.wav
256,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_d13.wav
257,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_n04.wav
258,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa07.wav
259,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f04.wav
260,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_d02.wav
261,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n28.wav
262,male_happy,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_h11.wav
263,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f11.wav
264,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su11.wav
265,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_a09.wav
266,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su15.wav
267,male_sad,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_sa14.wav
268,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su01.wav
269,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_su04.wav
270,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_f15.wav
271,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_n11.wav
272,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_f14.wav
273,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_su13.wav
274,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n14.wav
275,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_n19.wav
276,male_neutral,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/KL_n05.wav
277,male_disgust,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_d01.wav
278,male_surprise,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JE_su12.wav
279,male_fear,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/DC_f05.wav
280,male_angry,SAVEE,input/surrey-audiovisual-expressed-emotion-savee/ALL/JK_a02.wav
